date,text,c2,c3,c4,c5,c6,c7
1/31/2019 23:55,     در مورد لات بازي اعتراض خود را به لاتهاي توانا و كيهان لندن برسانيد، شايد از درجه تباهيشان كاسته شود، البته گمان نميبرم.,0,3,238,72,104,1519
1/31/2019 23:55,به نظرم گاهی لازمه یکی که بیاد مث خر بزنه منو تا صدا سگ بدمجدی میگم، به نظرم کتک خوردن میتونه کمکم کنه,0,7,1898,36,63,244
1/31/2019 23:55,RT : فرا رسیدن جشن سده خجسته بادجشن سده یادگار نیاکان خردمند ایران زمین با ریشه ای به درازای تاریخ و تمدن بشریت بر همه ایرانیان را…,15,0,552,1914,4453,12196
1/31/2019 23:55, باشه.من هنوز آرزو دارم.اصلا خودتم یکی از کراشامي.(قلبم وسعتش زیاده 😌),0,1,1899,282,273,1067
1/31/2019 23:55,  یا وقتی تنها تویی که رو برد تیم شونزدهم لیگ دسته سه ایسلند شرط بستی، بخاطر 50 سنت,0,1,631,0,3,2
1/31/2019 23:55,  الویت ها رو گفتم نه الزام ،  عکس گرفتن از شخص میتونه جرم محسوب بشه ( قوانین حریم خصوصی ) خیلی سفت و سخته,0,2,1900,110,207,1150
1/31/2019 23:55,RT : مقاومت #ایران نمونه‌های تقلب و فریبكاری آخوندها در زمینه هسته‌ای و موشكی را در سایت‌های نطنز‌، اراك‌، پارچین، لویزان و…,658,0,450,21,51,918
1/31/2019 23:55,RT :     #EXO #EXOL #weareoneEXO    با…,10,0,1758,5,33,3019
1/31/2019 23:55, بذا بچه بخوابه =)))),0,1,350,12915,303,85720
1/31/2019 23:55, ۱۵ تیر ماهسعی میکنم هیچ وقت نبینمش,0,0,820,47,114,208
1/31/2019 23:55, جامعه اطلاعاتی اروپا وهمه لاشخوران یا آخوند خوران هم مجبورند خود را با سرنوشتی که مردم ایران برای آخوندها در تقدیر قرار می دهند منطبق کنند انهدام بنیاد ستم آخوندها در تقدیراست#چهل_سال_دیکتاتوری  #مردم_ایران,0,0,1901,472,160,2961
1/31/2019 23:55,البته در حال حاضر ، خسته تر از آنم که تو را یار شوم من,0,5,1063,3416,416,113716
1/31/2019 23:55, بفرمایید,0,1,1714,946,820,1525
1/31/2019 23:55, خب بارشون رو تحویل بدن بعد برن سوار شن,0,0,1902,160,710,2846
1/31/2019 23:55,RT : #تشکیل_شورای_انقلاب حسابی با اعضای مورد قبول مردم،بدون شک باعث نتایج زیر خواهد شد:یک لرزه به تن خامنیون و فهمیدن اینکه  انگشت…,4,0,926,0,0,2
1/31/2019 23:55, ساواک رو بردار ج ا بذار,0,0,1903,169,247,5003
1/31/2019 23:55,نظر منطرز فکر منمنشن منبه خیچ کس هیچ گونه ارتباطی نداره:),2,54,187,99,506,209
1/31/2019 23:55,RT : بگو مجاني ميكنممنتها زياد توضيح نده چيو كيو، دوتام توو دهني حواله كن اونم نگو دهن كيو خودشون كم كم ميفهمن …,19,0,1904,386,76,6805
1/31/2019 23:55,سلام پسر خاله هستم یازده ساله یه عاشق,1,13,1905,3,33,85
1/31/2019 23:55,RT : سازوکار SPV اولین پاسخ عملی و عینی به پدیده «تحریم‌های ثانویه» آمریکا، قوانین فراسرزمینی و بیش از نیم قرن استیلای دلار بر ن…,51,0,1906,38,47,1293
1/31/2019 23:55,RT : یادتونه چقدر دنبال یک خبرو اتفاق خوب بودیم؟چقدر نیازداشتیم یه خبر خوب بشنویم که تمام خبرای بدِ این مدت رو بشوره و ببره؟خ…,66,0,1026,683,437,7793
1/31/2019 23:55,RT : من فقط عاشق اینم ، عمری از خدا بگیرمانقدر زنده بمونم ، تا بجای تو بمیرم♬♪♬♪من فقط عاشق اینم ، روزایی که با تو تنهامکار…,6,0,671,95,557,279
1/31/2019 23:55, 300400  گیگ توش فیلم بود :| حالا سریالا به کنار باید نذر کنم پیدا بشه :)),0,0,1907,544,508,1737
1/31/2019 23:55,RT : دیدگاه فک و فامیلِ عزیزم ,1,0,291,334,629,254
1/31/2019 23:55, اینایی که شما میگی ما جزو همین فرقه های انحرافی میدونیم نه فرقه اسلام ،  اسلام و تشیع بر حقن و اسلام تنها دینی که با تبعیض و نژادی مبارزه کرده و اساس ملاک برتری تقوا دونسته اونی تعصب شدید داره شما و امثال شما  فرقه منحوس اسراییل صهیونیست نه اسلام!! و میاد روزی که نابود میشن,0,0,997,919,961,2572
1/31/2019 23:55, پیانو میزنی ؟,0,1,902,2093,1938,1985
1/31/2019 23:55,RT : باور کنید اگه :-میخواهید مردم دلگرم بشن و با اطمینان میدان میلیونی تشکیل بدن -میخواهید روحیه طرفداران رژیم افت کند و در…,33,0,275,4,13,21
1/31/2019 23:55, بهشون سلام برسون ،بگو کیانی گفت از این ورا بیا چایی هم هست,0,0,1908,51,401,11
1/31/2019 23:55,RT : بیانیه  سه کشور اروپایی دربارهspv: این تجارت بربخش‌های بسیار ضروری برای مردم ایران مثل دارو،دستگاه های پزشکی وکالاهای کشا…,7,0,1366,584,554,5346
1/31/2019 23:55, دقیقا همینه,0,3,1909,1836,188,47107
1/31/2019 23:55,RT : مرگ دختر جوان بوشهری زیر تیغ جراحی/ دانشگاه علوم پزشکی: در حال بررسی حادثه هستیم🔹مرگ دختر جوان بوشهری در حین عمل جراحی بین…,3,0,1910,91,67,2694
1/31/2019 23:55,موژی کیه شما چقد خوار مادر جنده میشناسین.,0,6,1911,180,76,6257
1/31/2019 23:55,RT : جون هر کی دوست دارید وقتی محصول اپل میگیرید، فارسی رو فراموش نکنید! ,2,0,1912,137,353,11
1/31/2019 23:55,تمروز اینقدر نشستم فیلم دیدم زخم بستر گرفتم,0,4,1913,414,750,1600
1/31/2019 23:55,RT : یا غیاث من لا غیاث لهیا غیاث من لا غیاث لهیا غیاث من لا غیاث لهیا غیاث من لا غیاث لهیا غیاث من لا غیاث لهیا غیاث من…,8,0,278,220,356,947
1/31/2019 23:55, چقد قشنگه😻,0,0,1914,157,140,20956
1/31/2019 23:55, من که منظورم ایناس خدا به راه راست کجت کنه ,0,1,672,3135,653,46660
1/31/2019 23:55,RT : دراین روزها هرکجا میروم یابا هرکسی که صحبت میکنم همش جای خالی رهبر است ومن حیران مانده ام خمینی بیسواد همه رازیریک پرچم برد…,17,0,1563,194,209,17536
1/31/2019 23:55,یک شهرزاد با تو قصه می گوید ,0,1,1002,1,12,4
1/31/2019 23:55,RT : یکی بود یکی نبود، یه هیولائی بود که جوونای مردم را می‌کشت و بعدا عکسشونو تو روزنامه ها چاپ میکرد که بیآئین و جنازه بچه هاتون…,36,0,1534,167,460,10566
1/31/2019 23:55,RT : یه پناه جوی ایرانی به اسم بهروز بوچانی یه رمان نوشته که تونسته بزرگترین جایزه ادبی استرالیا رو ببره، حالا حتی نمی‌تونه از جزیر…,21,0,1469,1878,1892,2485
1/31/2019 23:55,اين حسى كه گرسنته بعد يادت مياد تو يخچال پُفك و دلستر دارى هزاران بار قسمت همه:),0,4,1915,50,114,154
1/31/2019 23:55,تنهایی یعنی شب جمعه ترشی سیر بخوری,0,107,1916,232,514,590
1/31/2019 23:55,مکالمه هر شب من و داییم :))) ,0,8,1088,17,91,38
1/31/2019 23:55,RT : خشم و خشونت نامیدنِ درخواست اجرای عدالت، و بوی خون شنیدن از «ایرانو پس میگیریم» شاید اینجا توسط استمرارطلبان لایک بخوره، اما ا…,14,0,1584,752,273,45846
1/31/2019 23:55, به اون صورت که هول نشدم🤣🤣 به خوبی همیشه نبود. همه اش زل می زنه به من بیشعور. تهشم گفت تو دایره لغاتت خیلی خوبه ولی بلد نیستی حرف بزنی! بچه پررو,0,1,1917,60,140,558
1/31/2019 23:55,RT : دست بر سینه گذارید سلامی بدهیمتا شب جمعه همه زائر ارباب شویم...#صلی_الله_علیک_یا_اباعبدالله_الحسین …,10,0,125,340,598,63
1/31/2019 23:55, ما مشق داریم تو چرا بیداری؟#مشق_60مسائل مالی هم به خودمون ربط داره,0,0,1918,760,1255,339
1/31/2019 23:55, حتما میبینم❤️,0,1,882,2989,1550,11112
1/31/2019 23:55, چرا,0,0,1919,243,91,1911
1/31/2019 23:55,RT : یکی از ضرورت های #تشکیل_شورای_انقلاب همین توفان های توییتریههر براندازی درگیر یک هشتکه :((,6,0,1555,245,251,1282
1/31/2019 23:55, نگووو 😅😂,0,1,1920,97,64,170
1/31/2019 23:55,امام خمینی: امروز ثوابی بالاتر از این نیست که به برادرهای خودتان کمک کنید#شهردار_خرم_آباد_زیرساختو_درست_کن #مدیریت_شهری_اقدام_انقلابی,1,4,1921,71,64,513
1/31/2019 23:55, مراسم عقد برگزار کردن حداقل ۲۰ میلیونیه نفر جشن عروسی میگیره با این هزینهیه نفر خونه اجاره میکنه با همین مبلغیه نفرم لباس نامزدی میگیره با این پولبستگی به دغدغه و توقع و نگرش به زندگی داره،حداقل نظر من اینه..,0,1,1922,2,0,78
1/31/2019 23:55, از فهم بنده هم خارجه گویا,0,0,1923,457,120,8650
1/31/2019 23:55,RT :  مریم رجوی: اعتراف رئیس اتمی آخوندها به فریبکاری در برجام؛ دروغ، تقلب و فریبکاری بخشی از طبیعت فاشیسم دینی…,6,0,1924,1152,2459,28628
1/31/2019 23:55,RT : #چهل_سال_سازندگیچهل سال ایستادگیچهل سال پیشرفت چهل سال افتخارچهل سال استقلالچهل سال شکست دشمنچهل سال دفاع از میه…,1,0,1145,2,21,6
1/31/2019 23:55,RT : من فیک فرهاد برره م,1,0,876,4169,1285,30019
1/31/2019 23:55,که منم زنده به بوی تو_,1,23,1211,475,157,8116
1/31/2019 23:55,میگه ریشت سپر کونته,0,5,1925,413,124,19243
1/31/2019 23:55,RT : هرگز با فرزندانتان درد دل نكنيد. درد دل با کودک تجاوز غیر جنسی به کودک نامیده میشه.,4,0,1926,131,153,1236
1/31/2019 23:55,RT : بخشی از قباله نکاح به زبان فارسی ومربوط به قرن سیزدهم ،که در موزه ملک نگهداری میشود این سند بهمراه صدها سند دیگر اثبات میکن…,3,0,210,194,123,8805
1/31/2019 23:55,RT : منابع مطلع به کمپین گفتند که برخی از فعالان محیط زیست بازداشت شده با تهدید به مرگ مجبور به اقرار بر علیه خود شده‌اند و مامورا…,7,0,150,1778,4991,11767
1/31/2019 23:55,  آره دیگه .. به نظر بنده  این جناب توشه رو بندازن تو قفس میمون ها ببینیم ازش تولستوی درمیاد یا نه,0,0,1927,33,268,33
1/31/2019 23:55,RT : حدس بزنین کی نصفه شب به سرش زد که بره بیرون تو جاده جنگلی با سرعت رانندگی کنه و sia گوش کنه و الان از شدت باد گوش هاش درد…,2,0,1928,3724,1709,22681
1/31/2019 23:55, حیف شد خیلی حیف شد در بهار آزادی پیش رو جایش خالی خواهد بود,0,1,1929,1673,1984,3374
1/31/2019 23:55,RT : #NewProfilePicدارم پير ميشمخدا عاقبتمونو ختم به خير كن ,4,0,27,177,357,547
1/31/2019 23:55,این کجا و‌آن کجا,0,3,1860,2721,97,33096
1/31/2019 23:55,امروز من «اون دوست مجرد گامبوی عروس که هی می لُمبوند» بودم :))))))مبارکت باشه😍😍😍,0,18,826,370,142,1378
1/31/2019 23:55,نمی‌تونست راه بره، با دستاش حرکت می‌کرد؛ اومده بود سیم کارتشو بسوزونه، می‌گفت گوشی شو دزدیدن..؛ در آن شهری که مردانش عصا از کور می‌دزدند من از خوش باوری آنجا محبت جستجو کردم...,0,27,1930,5184,596,5975
1/31/2019 23:55, چیه قضیه,0,1,1931,45,115,130
1/31/2019 23:55, بازم پیاده‌روی و صحبت لازم داریم گویا :)))),0,1,1029,83,293,408
1/31/2019 23:55,《این جهان قیقاج را با چشم‌های قیقاجت ببین.》,0,36,1932,303,147,1612
1/31/2019 23:55, حق داری,0,1,1378,258,271,35856
1/31/2019 23:55,RT : چرا فکر میکنین توی توییتر نباید عکس گذاشت؟چرا فکر میکنین توی توییتر نباید فیلم گذاشت؟چرا فکر میکنین توی توییتر نباید سوال…,38,0,113,301,572,8938
1/31/2019 23:55,RT : میگفت تو این۴۰سال فقط پس‌رفت کردیم!!!اینا پیشرفت تو علوم پزشکی فضایی نانو هسته‌ای و شاخص‌های انسانی روو یا خودکفایی و اقتدار…,4,0,283,82,82,424
1/31/2019 23:55,RT : پارسال می خواستم یه خونه ۶۵متری (متری ۲میلیون در تهران ) بخرم شرایطی نصفش چک بدم الان به خونه ۳۰متری نمیشه خرید بعد زن بخ…,1,0,1933,3,12,4
1/31/2019 23:55, منتظر حمایت های بی دریغ و سبزتان هستیم 😂,0,1,1934,5,79,36
1/31/2019 23:55, 😂😂😂😂کاری به کارش نداشته باشین بهتر از این در میاد,0,1,1897,163,192,296
1/31/2019 23:55,کاش یکی به #کیهان بگوید که تو نه نمایندهء خدایی و نه نمایندهء اسلامنه صاحب مملکتی و نه صاحب نظر...دیروز لابلای صفحاتش، تربچه و پیازچه دیدم. تنها استفاده بهینه آن هم از کاغذش!تاریخش هم مال دو روز قبل بود!#کیهان_ادب_ندارد,3,11,1935,214,2,69
1/31/2019 23:55,RT : به نظرتون تو این مملکت #قانون هست؟؟؟؟؟؟خودم فکر میکنم باید باشه احتمالا شاید...#ghaf,35,0,883,8741,7266,1608
1/31/2019 23:55,RT : #تشکیل_شورای_انقلاب اولین قدم برای سرنگونی نظامه.,8,0,1936,27,2,110
1/31/2019 23:55, این عکست اینقدر زیباست فک کردم از اینترنتی جایی برداشتی😂😂🙈🙈🙈 به لحاظ زیبایی نور البته,0,1,1937,152,308,816
1/31/2019 23:55,فکر کردن در شکل‌هایی متفاوت از شکل رایج (و بعضاً تحمیلی) دلیل بر نداشتن فکر نیست!ولی اینکه فکر کنیم افرادی که متفاوت فکر میکنن ،فکر ندارن، دلیل قاطعی بر فکر نکردن ماست,0,3,1938,237,770,2552
1/31/2019 23:55,RT :  مریم رجوی: اعتراف رئیس اتمی آخوندها به فریبکاری در برجام؛ دروغ، تقلب و فریبکاری بخشی از طبیعت فاشیسم دینی…,6,0,1681,821,868,12649
1/31/2019 23:55, من به محض اینکه رفتم ارشد فهمیدم ولی نذاشتن انصراف بدم,0,1,1939,66,139,647
1/31/2019 23:55,RT : واقعا یک انقلاب تکانی لازم داریم.#انقلاب_برای_انقلاب ,2,0,1744,781,1278,1405
1/31/2019 23:55, این جانمازه؟ 🧐,0,3,318,5306,418,19899
1/31/2019 23:55,  اخ عذر میخوام میثم بیا عروس ننت کارت داره,0,1,85,73,86,181
1/31/2019 23:55, پسر عجب آموزشی خوبی داری تو :))))))),0,2,29,1812,178,28640
1/31/2019 23:55,RT : بچه ها این هرم مازلوه، که درباره‌ی نیازهای اساسی انسانه،همینطور که میبینیم با گوشت کیلویی ۱۰۰تومن و تورم و گرونی‌ها ما تو فر…,2,0,1940,2,95,4
1/31/2019 23:55,RT : پیام #شهبانو #فرح #پهلویبه مناسبت سالروز درگذشت شاهپورعلیرضا پهلوی۴ ژانویه ۲۰۱۶ - ۱۴ دیماه ۱۳۹۴…,25,0,10,481,4998,4875
1/31/2019 23:55,RT : روایت #شکنجه مسعود عبداللهی بازداشتی #دی_ماه ۹۶فشار لوله اسلحه داشت مغزم را سوراخ می‌کرد که ١١٠ گفت: «بچه مسلمونی؟» با…,88,0,1941,0,5,8
1/31/2019 23:55,RT : جمھوری اسلامی مقام انسانیت را در ایران نابود کرد!بیمارستان نمازی شیراز بخاطر نداشتن پول این مریض را با این حال و وضع بیر…,44,0,1942,509,408,26100
1/31/2019 23:55,RT : لطفا تماشا کنید زیبایی های بندر بریس چابهار#چابهار #سفر_به_بهشت_سرگردان #سفر_به_بلوچستان ,14,0,693,44,123,464
1/31/2019 23:55, 😏خوب دیگه چی؟؟ یعنی از نظر شما مشکلی نیست اینکه دست دادن، اون لباسو از تنت دربیار منافق بعد هر حرفی داری بزن، وقتی اینقدر واضح دارب ازاونا حمایت میکنی یعنی همتون باهم هم کاسه این و به شما هم یچیزی میماسه که پشت اونا درمیاین و میخواهین فکر مردمو نسبت ب اونا تغییر بدین😏,0,0,1943,8,15,6
1/31/2019 23:55, جامعه تهی از مفهوم ، تشنه اخبار جنجالی و بی محتوا است.,0,1,1944,78,7,883
1/31/2019 23:55,زندگی مثه کامنت گذاشتن واسه یه توییت توی یهتوییتر میمونه،هر کسی حرف خودشو میزنه،بدون اینکه واسش مهم باشه بقیه دارن چی میگن,2,26,1945,85,117,171
1/31/2019 23:55, از روز اول همین موضعش بود اینا کثیفتر از اینن که بخوان قایم کنن,0,3,1946,195,399,387
1/31/2019 23:55,سیلاب ویرانگر در خوزستان و لرستان ,0,2,1947,6103,2139,379439
1/31/2019 23:55, اینقدر که به آینده ی مبهم و مشکلات مالی فکر میکنیم به هیچی دیگه فکر نمی کنیم خیالتون راحت.سکس کجا بود,0,0,391,62,192,203
1/31/2019 23:55,ولی الان باید با بوسه های نرم نرم روی گردنت رقیق میشدی تو بغلم,6,186,1948,4166,365,12514
1/31/2019 23:55, والااا هیچ موجودی از انسان بدتر نیست، حیوان ذلیل وحشتناک از این موجود دو پا چقدر ترسیده,0,3,503,50,35,150
1/31/2019 23:55, حالا انقد توهين كنيد كه عمرا نيپل بهمون نشون به,0,1,1949,5406,231,53783
1/31/2019 23:55, بکن اقا بکن تو منو گاییدی😂😂😂😂,0,1,1862,1362,1164,14552
1/31/2019 23:55,RT : ژن خوبم چون هرچی میخورم چاق نمیشم😎⁦🖕🏻⁩,4,0,1289,25,236,29
1/31/2019 23:55,بمال بماله همرو مالیدم... ,0,2,367,45,25,306
1/31/2019 23:55,RT : یه معلم پرورشی داشتیم دو تا زن داشت ولی دهن ما را سرویس کرده بود اینقد در مورد تهذیب نفس و تقوا و مبارزه با نفس اماره و…,1,0,1950,58,198,561
1/31/2019 23:55, کاش...,0,1,1951,40,169,51
1/31/2019 23:55,RT : کیرم تو هر حس برتری ای که به هر کی به هر دلیلی دست میده کیرم توش,19,0,1952,280,647,1394
1/31/2019 23:55,RT :  درآوردن این لباس ژنده از تن میهن نیازمند #تشکیل_شورای_انقلاب استآیا موافقید؟ اگر گزینه دیگری برای سقوط…,12,0,1953,136,162,686
1/31/2019 23:55,   تازه سوار اتوبوس شدم دارم از خونه دور میشم اسم این غذاها ر اورد دلم کشید😂,0,2,1954,138,163,1247
1/31/2019 23:55,RT : 🔴 تصاوير هوايی از حجم سيل روستای رفيع 🔹 رفيع غرق شد،📣خطر همه روستاهای خوزستان را تهديد ميكند. …,2,0,330,191,526,1956
1/31/2019 23:55,RT : مردم توییتاشون صدتا ریت میخورهمن توییتام صدتا فیوم نمیخورهدرست حدس زدید توییتام کصشعره,12,0,1955,9,52,40
1/31/2019 23:55,اگه تنهایی هم تنهام بزارهبازم مطمئنم جوشای صورتم هیچوقت تنهام نمیزارن,9,232,753,30,30,45
1/31/2019 23:55,"  هر لغتی که ""پزشک"" داره به معنی درمان با دارو نیست.",0,0,1956,103,275,439
1/31/2019 23:55,هنوزم وقتی فک میکنم که سپردیمت به دل سرد خاک و بعدم کلی برف اومد و روی خاک رو پوشوند، غصه به دلم میشینه :(( آخه تو از سرما بیزار بودی :(((,0,19,1957,407,90,4502
1/31/2019 23:55, رفته جيش كنه ديده عه اين چيه😂,0,1,1027,275,310,1209
1/31/2019 23:55,RT :  آیا آماری هم از مهاجرت تورکها از سر اجبار  تهیه یه لقمه نان، به مناطق دیگر ایران رو هم دارین؟,1,0,48,3266,3072,38594
1/31/2019 23:55,RT : ننه میگه:خدا بگم چیکارشون کنه این ظالمارو ،هرچی خوشی بوداز ما گرفتن. نمونش همین اشکنه ها!نعمتی بود ننه!هرروز اشکنه باطع…,9,0,1958,1422,1122,323
1/31/2019 23:55, اگه خاك برسري نبودند كه همچنين درخواستي نمي كردنچون نوكر و جاسوس همونا هستن,0,1,278,220,356,947
1/31/2019 23:55, تا اردیبهشت,0,1,1959,1445,1460,1156
1/31/2019 23:55,RT : وقاحت را در کلام فریدونی دیدم که با تمام افتضاحات دولت فشل و بی‌تدبیراش باز هم وعده‌های سرخرمن میداد. #روحانی#مشق_19,20,0,1960,58,144,66
1/31/2019 23:55, فاعزه ی قشنگممم😍چشم🙈,0,1,811,1837,307,18462
1/31/2019 23:55, وقتی یه مشنگی به نام بازرگان و طالقانی و بنی صدر عقل کلهای انقلاب بودن چه انتظاری داری,0,2,1961,40,116,1602
1/31/2019 23:55, خبالا یه چشمون رنگیه هازندگیمون که سیا سفیده,0,1,1962,625,147,800
1/31/2019 23:55,به نظرم خوندن یک بار یادداشت های زیرزمینی داستایوفسکی کم لطفی به اَثره! از هر نظر،,0,3,361,33,71,272
1/31/2019 23:55, گوشیمو میذارم تو کمد کتابخونه و با خودم تو نمی برم، موزیک هم دیگه گوش نمیدم حتی امبینت، خیلی همه چی بهتر شده,0,4,437,73,272,4110
1/31/2019 23:55,RT : هفدهم دی هشتادمین سالگرد نماد آزادی زنان ایران ,41,0,10,481,4998,4875
1/31/2019 23:55, باشه🙄,0,1,685,1128,706,3690
1/31/2019 23:55, به این امید زندگی میکنم که تاثیر داشته باشه,0,0,1848,816,636,1582
1/31/2019 23:55,  پول چی رو بدم؟,0,1,1963,3362,292,26683
1/31/2019 23:55,RT : این خیلی زیباست، از دست ندید:برادر مسعود از لحظه ای تعریف میکنه که در زندان شاه برای اولین بار خبر شهادت اولین شهید ساز…,183,0,1964,686,996,9458
1/31/2019 23:55,  کسی با گربه تحریک نشده حداقل من که یکی از متذکرینم این دلیلم نبوده !,0,1,1965,28,74,635
1/31/2019 23:55,RT : بلیغ و تشریح عملکرد انقلاب اسلامی به مردم امید می دهد و زمینه را برای حضور مداوم آنان در صحنه های اجتماعی سیاسی آماده م…,10,0,1966,3,2,29
1/31/2019 23:55,  خودکار بدون مغز😀,0,1,1967,5,42,29
1/31/2019 23:55,RT : ولنتاین نزدیکه و هدیه می‌خرید، یه توصیه و تقاضا از دوستان دارم‌، لطفاً برای کادو زباله های چینی نخرید و از مادری که نیاز دارد و…,787,0,379,2,17,113
1/31/2019 23:55,RT : روزی قرار بود وزیر اقتصاد را استیضاح کند ، یا اگر رییس گمرک برکنار نشد خودش استعفا کند، حالا دوشادوش #وزیر_اقتصاد ایستاده و…,66,0,1968,287,205,10890
1/31/2019 23:55,RT : 🔶وزیر خارجه بریتانیا:#خوان_گوایدو خواستار فشار بیشتر اتحادیه اروپا بر #مادورو است🔷اپوزیسیون اثرگذار و حاضر در صحنه #ونزوئل…,22,0,150,1778,4991,11767
1/31/2019 23:55, من نصفه دیدم :))) قشنگه فیلمش ببین,0,0,1668,501,609,4858
1/31/2019 23:55,فکر کنم باید رویای اختلاف سن کم با فرزند رو به گور ببریم,3,35,135,2051,159,31040
1/31/2019 23:55,  اره اینجا نیا ما کونت تم میزاریم انگشت که سهله کلا ما خوخووو هستیم نیا 😁,0,0,1969,1175,2994,7381
1/31/2019 23:55, نه دیگه این دوستمون حکم بولدوزر داره برام..از رو کراشام رد میشه,0,1,140,22,52,44
1/31/2019 23:55, همش فک میکردم کیا میرن راهپیمایی 22 بهمنالان میبینم کسخل کم نیس,0,1,626,128,60,4523
1/31/2019 23:55,۳۴ ساله که دارم از طرف زندگی،مورد تجاوز قرار میگیرم,0,14,1970,6,26,248
1/31/2019 23:55,RT : #ردخون خشن و واقع‌بینانه به روایت عملیات مرصاد می‌پردازد، اما در دل ماجرا بدرستی تفاوتهای عشق در تفکرهای التقاطی و اصولی را…,13,0,1377,901,2189,891
1/31/2019 23:55, ان شالله جشن  پیروزی انقلاب اسلامی تا فرج اقا امام زمان عج #مشق_25 برای شما  دوستان عزیز ارزوی موفقیت میکند,0,0,1035,4,20,21
1/31/2019 23:55, کِی میری؟,0,1,1971,11,10,51
1/31/2019 23:55,من همونم ک انقدر تو گروه تنهایی زر میزنم تا ریمو شم,1,18,315,2564,847,10254
1/31/2019 23:55, امتیاز که اختیار دارید. :))یه دانشگاه کاملا خصوصیه تو ملاصدرا که اولین تجربه‌ی دانشگاه خصوصی محسوب میشه تو ایران، استاد‌های عالی، کورس‌های خوب...,0,1,1285,886,342,7824
1/31/2019 23:55,اون یارو با ایستگاه بوسش هنوز سرپاس??,0,10,1972,1122,685,2243
1/31/2019 23:55,RT : چون این مرید عشق طبیعتا مرید عشقه به هر حال مریدای عشقن که مرید عشق میشن ,1,0,1973,2457,834,13058
1/31/2019 23:55, خب زیاد نشورش کمرنگ نشه!البته برا من دورنگه=)) نمیدونم چرا,0,1,154,126,39,6979
1/31/2019 23:55, تعارف نکن‌تو از خودمونی 😄,0,1,902,2093,1938,1985
1/31/2019 23:55,RT : تو وضعی که بعضی خانواده ها تو ماه نیم کیلو گوشت هم نمیتونند بخرند و نجیبانه سکوت کردند یه عده بی چشم و رو نگران خانه نشینی…,36,0,1974,274,369,294
1/31/2019 23:55,RT : وای این زنه که تو‌شعر یادت میره میخونه چرا انقد بده :/ چرا :/,1,0,1975,744,646,3353
1/31/2019 23:55, دعا کن بگیرم پس 😬,0,0,17,755,505,7068
1/31/2019 23:55, سری به نظر سنجی آمد نیوز با نزدیک به 1 میلیون و 500 هزار بیننده بزنید,0,6,854,330,317,6040
1/31/2019 23:55,بارز  وطن سرسخت ترین،  دلیر ترین و فداکارترین مبارزی است که برای آزادی و استقلال وطن تا آخرین قطره خون خود مبارزه می کند.#وطن,2,1,90,10,11,4
1/31/2019 23:55,RT : چه غريبانه شبي ايستشب تنهايي من...:),3,0,1798,20,78,27
1/31/2019 23:55,RT : امام كه از هواپيما پياده شد ،يواش يواش قيمت ها رو بهش بگين،بالاخره سني ازش گذشته ميترسم يهو سكته كنه,1,0,364,20,40,532
1/31/2019 23:55, نه این نیسست یکم بیشتر راهنمایی میکنم قرمه سبزیه😁,0,1,308,2658,4990,1156
1/31/2019 23:55, نه:))))ببینم من:(؟,0,0,1976,495,99,3367
1/31/2019 23:55,دهه فجرانقلاب اسلامی مبارکامام خامنه ای : اقتدار و جذبه‌ی تازه‌ای به برکت خون زنان مجاهد در  عصر جدید ظهور کرده است...#مشق_63#بانوی_انقلابی,9,26,1977,1525,1497,1768
1/31/2019 23:55, پس داره مخت رو می‌زنه ؛)))))),0,1,474,1277,1142,5083
1/31/2019 23:55,RT : بیانیه شهبانو فرح پهلوی به مناسبت درگذشت شاهدخت اشرف پهلوی۱۷ دیماه ۱۳۹۴با نهایت تأسف درگذشت شاهدخت اشرف پهلوی،... ht…,35,0,10,481,4998,4875
1/31/2019 23:55, فدات شم عشقم 🤗😍مادرشوهر جون پخته واسم 🚶‍♀️,0,1,1720,15108,533,70575
1/31/2019 23:55, یعنی چی,0,0,1045,192,501,2373
1/31/2019 23:55,RT : با سکوت، نشستن نمی توانیم إدعاکنیم که فریاد می زنیم و بپا خاسته ایم،با انتظار نمی توانیم إدعا کنیم در راه آزادی قدم مثبتی بر…,1,0,1608,0,4,4
1/31/2019 23:55, هنوزم هست؟ فکر کردم تازیخ این دیدگاه گذشته,0,0,227,2554,996,6801
1/31/2019 23:55, ای بابا، خدا سلامتی بده به همه اعضا خانواده,0,1,1978,1814,942,14997
1/31/2019 23:55, راحت بودن =)))) بدون اتاقم کارشونو کردن,0,1,726,446,268,8791
1/31/2019 23:55,RT : بچه ها وارد حاشیه نشید اول هشتگ رو ترند کنیمبعدا زمان برای بحث هست#تشکیل_شورای_انقلاب,3,0,1936,27,2,110
1/31/2019 23:55, دربست قبول دارم.,0,1,1979,2721,477,46560
1/31/2019 23:55, اینها وطن پرستانی هستند که همه چیزشان برای آزادی وطنشان و رهایی مردم ایران گذاشتند اما در حالیکه بیشترین عواطف و عشق به زندگی را دارند ولی آن را برای دیگران میخواهند آنها مجاهدین هستند که از رهبریشان صداقت و فدا کاری را یاد گرفتند #چهل_سال_دیکتاتوری#مردم_ایران#مجاهدین ,2,3,1980,77,94,414
1/31/2019 23:55,   دست راستش هم قوت زیاد داره. هی میجلقه:دی,0,3,1672,1977,184,23544
